rank,player,year,age,team,league,games,games_started,games_completed,innings,chances,putouts,assists,errors,double_plays,fielding_percentage,tz_runs,tz_runs_rate,drs,drs_rate,range_9,lg_range_9,range_g,lg_range_g
1149,River Ryan,,25,LAD,NL,4,4,0,20.1,8,2,6,0,1,1,,,1,10,3.54,1.37,2,1.35
1150,J.P. Martínez,,28,ATL,NL,5,1,1,20,4,4,0,0,0,1,0,6,0,0,1.8,2.21,0.8,2.18
1151,Jeff Criswell,,25,COL,NL,13,0,0,19.2,3,1,2,0,0,1,,,-2,-20,1.37,1.37,0.23,1.34
1152,Michael Petersen,,30,2TM,NL,16,0,0,19.2,1,0,1,0,0,1,,,0,0,0.46,1.37,0.06,1.34
1152,Michael Petersen,,30,LAD,NL,11,0,0,14,0,0,0,0,0,,,,0,0,0,1.35,0,1.34
1152,Michael Petersen,,30,MIA,NL,5,0,0,5.2,1,0,1,0,0,1,,,0,0,1.59,1.43,0.2,1.34
1153,Ronny Henriquez,,24,MIN,AL,16,1,0,19.1,5,0,5,0,0,1,,,2,21,2.33,1.3,0.31,1.29
1154,José Marte,,28,LAA,AL,14,0,0,19.1,4,1,3,0,0,1,,,1,10,1.86,1.3,0.29,1.29
1155,José Quijada,,28,LAA,AL,22,0,0,19.1,1,0,1,0,0,1,,,0,0,0.47,1.3,0.05,1.29
1156,Troy Taylor,,22,SEA,AL,21,0,0,19.1,1,0,1,0,0,1,,,0,0,0.47,1.3,0.05,1.29
1157,Prelander Berroa,,24,CHW,AL,17,0,0,19,4,1,3,0,0,1,,,1,11,1.89,1.33,0.24,1.29
1158,Sean Burke,,24,CHW,AL,4,3,0,19,2,0,1,1,0,0.5,,,0,0,0.47,1.33,0.25,1.3
1159,Dominic Leone,,32,CHW,AL,23,0,0,19,3,0,2,1,0,0.667,,,-2,-21,0.95,1.33,0.09,1.29
1160,Anthony Maldonado,,26,MIA,NL,16,1,0,19,6,2,3,1,1,0.833,,,0,0,2.37,1.37,0.31,1.34
1161,Cody Bolton,,26,SEA,AL,17,0,0,18.2,6,0,5,1,0,0.833,,,0,0,2.41,1.3,0.29,1.29
1162,Alex Lange,,28,DET,AL,21,0,0,18.2,1,0,1,0,0,1,,,0,0,0.48,1.3,0.05,1.29
1163,Blake Walston,,23,ARI,NL,7,2,0,18.1,2,0,2,0,0,1,,,0,0,0.98,1.37,0.29,1.34
1164,Garrett Whitlock,,28,BOS,AL,4,4,0,18.1,7,4,3,0,0,1,,,0,0,3.44,1.33,1.75,1.3
1165,Aramis Garcia,,31,PHI,NL,3,2,2,18,17,15,2,0,0,1,1,67,1,67,8.5,9.05,5.67,8.93
1166,Daysbel Hernández,,27,ATL,NL,16,0,0,18,2,1,1,0,0,1,,,0,0,1,1.35,0.13,1.34
1167,Bailey Horn,,26,BOS,AL,18,0,0,18,5,1,3,1,0,0.8,,,0,0,2,1.3,0.22,1.29
1168,Walter Pennington,,26,2TM,AL,16,1,0,18,2,1,1,0,0,1,,,-1,-11,1,1.3,0.13,1.29
1168,Walter Pennington,,26,KCR,AL,1,0,0,0.2,0,0,0,0,0,,,,0,0,0,1.35,0,1.3
1168,Walter Pennington,,26,TEX,AL,15,1,0,17.1,2,1,1,0,0,1,,,-1,-12,1.04,1.3,0.13,1.29
1169,Ky Bush,,24,CHW,AL,4,4,0,17.2,4,2,2,0,0,1,,,1,11,2.04,1.32,1,1.3
1170,Kent Emanuel,,32,MIA,NL,12,0,0,17.2,7,2,5,0,0,1,,,1,11,3.57,1.38,0.58,1.34
1171,Brandon Hughes,,28,ARI,NL,15,2,0,17.2,5,2,3,0,0,1,,,0,0,2.55,1.38,0.33,1.34
1172,Joe La Sorsa,,26,WSN,NL,16,0,0,17.2,4,0,4,0,0,1,,,0,0,2.04,1.38,0.25,1.34
1173,Drew Smith,,30,NYM,NL,19,0,0,17.2,1,0,1,0,0,1,,,0,0,0.51,1.38,0.05,1.34
1174,Guillo Zuñiga,,25,LAA,AL,15,0,0,17.2,1,0,1,0,0,1,,,0,0,0.51,1.32,0.07,1.29
1175,Adbert Alzolay,,29,CHC,NL,18,0,0,17.1,3,1,2,0,0,1,,,-1,-12,1.56,1.35,0.17,1.34
1176,Cole Winn,,24,TEX,AL,13,0,0,17.1,3,1,2,0,0,1,,,0,0,1.56,1.3,0.23,1.29
1177,Hunter Bigge,,26,2TM,2LG,19,1,0,17.1,1,0,1,0,0,1,,,-1,-12,0.52,1.3,0.05,1.31
1177,Hunter Bigge,,26,CHC,NL,4,0,0,3.1,1,0,1,0,0,1,,,0,0,2.7,1.35,0.25,1.35
1177,Hunter Bigge,,26,TBR,AL,15,1,0,14,0,0,0,0,0,,,,-1,-14,0,1.29,0,1.29
1178,Mike Ford,,31,CIN,NL,2,2,2,17,17,15,2,0,1,1,1,64,1,71,9,8.31,8.5,8.2
1179,Andrew Knapp,,32,SFG,NL,3,2,0,17,21,21,0,0,0,1,0,0,0,0,11.12,9.05,7,8.93
1180,Edwin Ríos,,30,CIN,NL,3,2,1,17,12,12,0,0,2,1,0,21,0,0,6.35,8.31,4,8.17
1181,Zack Thompson,,26,STL,NL,5,2,0,17,3,2,1,0,0,1,,,0,0,1.59,1.38,0.6,1.34
1182,Ryan Zeferjahn,,26,LAA,AL,12,0,0,17,4,2,2,0,0,1,,,0,0,2.12,1.32,0.33,1.29
1183,Dallas Keuchel,,36,MIL,NL,4,4,0,16.2,2,0,2,0,0,1,,,-1,-12,1.08,1.35,0.5,1.35
1184,Alex Cobb,,36,CLE,AL,3,3,0,16.1,5,2,3,0,1,1,,,0,0,2.76,1.32,1.67,1.3
1185,Matt Sauer,,25,KCR,AL,14,0,0,16.1,2,0,2,0,0,1,,,0,0,1.1,1.32,0.14,1.29
1186,Josh Sborz,,30,TEX,AL,17,0,0,16.1,3,2,1,0,0,1,,,-1,-12,1.65,1.32,0.18,1.29
1187,Yosver Zulueta,,26,CIN,NL,12,0,0,16.1,3,3,0,0,0,1,,,0,0,1.65,1.38,0.25,1.34
1188,José Cuas,,30,2TM,2LG,13,0,0,16.1,2,1,1,0,0,1,,,0,0,1.1,1.32,0.15,1.33
1188,José Cuas,,30,CHC,NL,9,0,0,13.1,1,1,0,0,0,1,,,0,0,0.68,1.35,0.11,1.34
1188,José Cuas,,30,TOR,AL,4,0,0,3,1,0,1,0,0,1,,,0,0,3,1.2,0.25,1.3
1189,Shaun Anderson,,29,2TM,2LG,6,2,0,16.1,2,1,1,0,0,1,,,0,0,1.1,1.38,0.33,1.33
1189,Shaun Anderson,,29,TEX,AL,2,0,0,3.1,1,0,1,0,0,1,,,0,0,2.7,1.35,0.5,1.3
1189,Shaun Anderson,,29,MIA,NL,4,2,0,13,1,1,0,0,0,1,,,0,0,0.69,1.38,0.25,1.35
1190,Cole Sulser,,34,2TM,2LG,10,2,0,16.1,1,0,1,0,0,1,,,0,0,0.55,1.32,0.1,1.31
1190,Cole Sulser,,34,NYM,NL,4,0,0,4.2,0,0,0,0,0,,,,-1,-43,0,1.35,0,1.35
1190,Cole Sulser,,34,TBR,AL,6,2,0,11.2,1,0,1,0,0,1,,,1,17,0.77,1.31,0.17,1.28
1191,Tristan Beck,,28,SFG,NL,7,1,0,16,2,1,1,0,0,1,,,0,0,1.13,1.35,0.29,1.34
1192,Travis Blankenhorn,,27,WSN,NL,3,2,0,16,6,6,0,0,0,1,1,68,0,0,3.38,2.19,2,2.17
1193,Mike Clevinger,,33,CHW,AL,4,4,0,16,3,0,3,0,1,1,,,0,0,1.69,1.29,0.75,1.3
1194,Grant Koch,,27,PIT,NL,2,2,1,16,17,17,0,0,0,1,0,0,0,0,9.56,9.06,8.5,8.95
1195,Nick Maton,,27,BAL,AL,3,2,0,16,2,0,2,0,1,1,0,-30,0,0,1.13,2.64,0.67,2.93
1196,Yency Almonte,,30,CHC,NL,17,0,0,15.2,0,0,0,0,0,,,,0,0,0,1.38,0,1.34
1197,José Cisnero,,35,LAA,AL,15,0,0,15.2,2,1,0,1,0,0.5,,,-1,-13,0.57,1.32,0.07,1.29
1198,Grant Holman,,24,OAK,AL,18,0,0,15.2,0,0,0,0,0,,,,0,0,0,1.32,0,1.29
1199,Brock Stewart,,32,MIN,AL,16,0,0,15.2,3,1,2,0,1,1,,,0,0,1.72,1.32,0.19,1.29
1200,Alex Young,,30,2TM,NL,17,0,0,15.2,2,1,1,0,0,1,,,0,0,1.15,1.38,0.12,1.34
1200,Alex Young,,30,CIN,NL,3,0,0,2,0,0,0,0,0,,,,0,0,0,1.35,0,1.33
1200,Alex Young,,30,NYM,NL,14,0,0,13.2,2,1,1,0,0,1,,,0,0,1.32,1.38,0.14,1.34
1201,Elieser Hernández,,29,2TM,NL,9,1,0,15.2,1,0,1,0,0,1,,,0,0,0.57,1.38,0.11,1.34
1201,Elieser Hernández,,29,LAD,NL,5,1,0,9.2,1,0,1,0,0,1,,,0,0,0.93,1.4,0.2,1.34
1201,Elieser Hernández,,29,MIL,NL,4,0,0,6,0,0,0,0,0,,,,0,0,0,1.35,0,1.35
1202,Tyler Wells,,29,BAL,AL,3,3,0,15.1,2,0,2,0,0,1,,,0,0,1.17,1.29,0.67,1.3
1203,Diego Castillo,,26,MIN,AL,3,2,1,15,4,1,3,0,0,1,0,24,1,80,2.4,2.46,1.33,2.43
1204,Greg Jones,,26,COL,NL,4,1,1,15,2,2,0,0,0,1,-1,-80,0,0,1.2,2.22,0.5,2.18
1205,Julian Merryweather,,32,CHC,NL,15,0,0,15,3,2,1,0,0,1,,,0,0,1.8,1.38,0.2,1.34
1206,Sammy Peralta,,26,CHW,AL,9,0,0,15,1,0,1,0,0,1,,,0,0,0.6,1.32,0.11,1.29
1207,Tom Cosgrove,,28,SDP,NL,18,0,0,14.2,2,0,2,0,0,1,,,1,14,1.23,1.35,0.11,1.34
1208,Alek Jacob,,26,SDP,NL,7,0,0,14.2,1,0,1,0,0,1,,,0,0,0.61,1.35,0.14,1.34
1209,Daniel Palencia,,24,CHC,NL,10,0,0,14.2,1,0,1,0,0,1,,,0,0,0.61,1.35,0.1,1.34
1210,Daulton Jefferies,,28,2TM,NL,6,1,0,14.2,0,0,0,0,0,,,,0,0,0,1.35,0,1.35
1210,Daulton Jefferies,,28,SFG,NL,2,1,0,4.2,0,0,0,0,0,,,,0,0,0,1.35,0,1.35
1210,Daulton Jefferies,,28,PIT,NL,4,0,0,10,0,0,0,0,0,,,,0,0,0,1.35,0,1.35
1211,Abner Uribe,,24,MIL,NL,14,0,0,14.1,7,5,2,0,1,1,,,1,14,4.4,1.38,0.5,1.34
1212,Brandon Williamson,,26,CIN,NL,4,3,0,14.1,0,0,0,0,0,,,,0,0,0,1.38,0,1.35
1213,Brian Anderson,,31,ATL,NL,3,2,0,14,3,3,0,0,0,1,0,34,0,0,1.93,2.25,1,2.3
1214,Tyler Beede,,31,CLE,AL,13,0,0,14,2,0,2,0,0,1,,,-1,-14,1.29,1.29,0.15,1.29
1215,Matt Carpenter,,38,STL,NL,6,1,0,14,13,11,2,0,1,1,0,34,1,86,8.36,6.81,1.86,6.79
1216,Deivi García,,25,CHW,AL,14,0,0,14,0,0,0,0,0,,,,-1,-14,0,1.29,0,1.29
1217,Tyler Gentry,,25,KCR,AL,3,2,0,14,1,1,0,0,0,1,0,9,0,0,0.64,2.25,0.33,2.23
1218,Myles Straw,,29,CLE,AL,5,1,0,14,4,4,0,0,0,1,1,111,-1,-86,2.57,2.25,0.8,2.24
1219,Miguel Castro,,29,ARI,NL,11,0,0,13.2,4,0,4,0,0,1,,,1,15,2.63,1.38,0.36,1.34
1220,Max Lazar,,25,PHI,NL,11,0,0,13.2,3,0,3,0,1,1,,,0,0,1.98,1.38,0.27,1.34
1221,Joely Rodríguez,,32,BOS,AL,14,0,0,13.2,3,2,1,0,0,1,,,0,0,1.98,1.32,0.21,1.29
1222,Jordan Romano,,31,TOR,AL,15,0,0,13.2,1,0,1,0,0,1,,,-1,-15,0.66,1.32,0.07,1.29
1223,Darius Vines,,26,ATL,NL,4,2,0,13.2,3,1,2,0,0,1,,,0,0,1.98,1.38,0.75,1.35
1224,Matt Barnes,,34,WSN,NL,14,0,0,13.1,1,1,0,0,0,1,,,-1,-15,0.68,1.35,0.07,1.34
1225,Nick Ramirez,,34,LAD,NL,8,0,0,13.1,2,0,2,0,0,1,,,0,0,1.35,1.35,0.25,1.34
1226,Nick Robertson,,25,2TM,2LG,9,0,0,13.1,2,1,1,0,0,1,,,0,0,1.35,1.35,0.22,1.33
1226,Nick Robertson,,25,STL,NL,8,0,0,12.1,1,1,0,0,0,1,,,0,0,0.73,1.39,0.13,1.34
1226,Nick Robertson,,25,TOR,AL,1,0,0,1,1,0,1,0,0,1,,,0,0,9,0.9,1,1.3
1227,Anthony Veneziano,,26,2TM,2LG,12,0,0,13.1,1,1,0,0,0,1,,,0,0,0.68,1.35,0.08,1.33
1227,Anthony Veneziano,,26,KCR,AL,2,0,0,2,0,0,0,0,0,,,,0,0,0,1.35,0,1.3
1227,Anthony Veneziano,,26,MIA,NL,10,0,0,11.1,1,1,0,0,0,1,,,0,0,0.79,1.35,0.1,1.34
1228,Sam Aldegheri,,22,LAA,AL,3,3,0,13,0,0,0,0,0,,,,0,0,0,1.32,0,1.3
1229,Sandro Fabian,,26,TEX,AL,3,2,0,13,1,1,0,0,0,1,0,-37,0,0,0.69,2.28,0.33,2.23
1230,Michael Mercado,,25,PHI,NL,5,2,0,13,0,0,0,0,0,,,,0,0,0,1.38,0,1.34
1231,Ryan Miller,,28,LAA,AL,13,0,0,13,2,1,1,0,0,1,,,1,15,1.38,1.32,0.15,1.29
1232,Tyler Mahle,,29,TEX,AL,3,3,0,12.2,0,0,0,0,0,,,,0,0,0,1.28,0,1.3
1233,Erik Sabrowski,,26,CLE,AL,8,0,0,12.2,2,0,2,0,0,1,,,1,16,1.42,1.28,0.25,1.29
1234,Seth Halvorsen,,24,COL,NL,12,0,0,12.1,1,1,0,0,0,1,,,-1,-16,0.73,1.39,0.08,1.34
1235,Jimmy Herget,,30,ATL,NL,8,0,0,12.1,1,0,0,1,0,0,,,-1,-16,0,1.39,0,1.34
1236,Luis Peralta,,23,COL,NL,15,0,0,12.1,1,0,1,0,0,1,,,-1,-16,0.73,1.39,0.07,1.34
1237,Carlos Rodríguez,,22,MIL,NL,3,3,0,12.1,2,0,2,0,0,1,,,2,32,1.46,1.39,0.67,1.33
1238,Antonio Senzatela,,29,COL,NL,3,3,0,12.1,3,2,1,0,1,1,,,0,0,2.19,1.39,1,1.33
1239,Nick Vespi,,28,BAL,AL,11,0,0,12.1,1,1,0,0,0,1,,,0,0,0.73,1.31,0.09,1.29
1240,Josh Walker,,29,NYM,NL,10,0,0,12.1,2,2,0,0,0,1,,,0,0,1.46,1.39,0.2,1.34
1241,Shane Bieber,,29,CLE,AL,2,2,0,12,2,1,1,0,0,1,,,0,0,1.5,1.28,1,1.3
1242,Ben Heller,,32,PIT,NL,8,0,0,12,1,1,0,0,0,1,,,0,0,0.75,1.35,0.13,1.34
1243,Brewer Hicklen,,28,MIL,NL,2,2,0,12,2,2,0,0,0,1,0,10,0,0,1.5,2.18,1,2.2
1244,John McMillon,,26,MIA,NL,10,0,0,12,3,1,1,1,0,0.667,,,0,0,1.5,1.35,0.2,1.34
1245,Zach Plesac,,29,LAA,AL,3,3,0,12,2,0,2,0,0,1,,,0,0,1.5,1.28,0.67,1.3
1246,Vinny Nittoli,,33,2TM,AL,9,0,0,12,0,0,0,0,0,,,,0,0,0,1.35,0,1.29
1246,Vinny Nittoli,,33,OAK,AL,7,0,0,8,0,0,0,0,0,,,,0,0,0,1.35,0,1.29
1246,Vinny Nittoli,,33,BAL,AL,2,0,0,4,0,0,0,0,0,,,,0,0,0,1.35,0,1.3
1247,Nick Avila,,26,SFG,NL,8,0,0,11.2,1,1,0,0,0,1,,,0,0,0.77,1.39,0.13,1.34
1248,Jake Bloss,,23,HOU,AL,3,3,0,11.2,2,2,0,0,0,1,,,-2,-34,1.54,1.31,0.67,1.3
1249,Kumar Rocker,,24,TEX,AL,3,3,0,11.2,2,0,2,0,0,1,,,0,0,1.54,1.31,0.67,1.3
1250,Peter Strzelecki,,29,CLE,AL,10,0,0,11.2,0,0,0,0,0,,,,0,0,0,1.31,0,1.29
1251,Easton Lucas,,27,3TM,AL,8,0,0,11.2,2,1,1,0,0,1,,,0,0,1.54,1.31,0.25,1.3
1251,Easton Lucas,,27,OAK,AL,3,0,0,3.2,0,0,0,0,0,,,,0,0,0,1.23,0,1.3
1251,Easton Lucas,,27,DET,AL,3,0,0,3.1,0,0,0,0,0,,,,0,0,0,1.35,0,1.3
1251,Easton Lucas,,27,TOR,AL,2,0,0,4.2,2,1,1,0,0,1,,,0,0,3.86,1.35,1,1.3
1252,Johnny Cueto,,38,LAA,AL,2,2,0,11.1,0,0,0,0,0,,,,0,0,0,1.27,0,1.3
1253,Logan Gillaspie,,27,SDP,NL,9,0,0,11.1,2,0,2,0,0,1,,,0,0,1.59,1.35,0.22,1.34
1254,Yoendrys Gómez,,24,NYY,AL,5,0,0,11.1,2,1,1,0,0,1,,,0,0,1.59,1.27,0.4,1.3
1255,Kevin Herget,,33,MIL,NL,7,0,0,11.1,1,0,1,0,0,1,,,0,0,0.79,1.35,0.14,1.34
1256,Samad Taylor,,25,SEA,AL,3,1,0,11.1,1,1,0,0,0,1,0,-11,0,0,0.79,2.3,0.33,2.23
1257,Brett de Geus,,26,3TM,2LG,13,0,0,11.1,3,0,2,1,0,0.667,,,0,0,1.59,1.35,0.15,1.32
1257,Brett de Geus,,26,2TM,AL,6,0,0,5.2,2,0,1,1,0,0.5,,,0,0,1.59,1.27,0.17,1.3
1257,Brett de Geus,,26,SEA,AL,4,0,0,3.1,1,0,1,0,0,1,,,0,0,2.7,1.35,0.25,1.3
1257,Brett de Geus,,26,MIA,NL,7,0,0,5.2,1,0,1,0,0,1,,,0,0,1.59,1.43,0.14,1.34
1257,Brett de Geus,,26,TOR,AL,2,0,0,2.1,1,0,0,1,0,0,,,0,0,0,1.16,0,1.3
1258,Ryan Borucki,,30,PIT,NL,14,0,0,11,8,1,5,2,1,0.75,,,1,18,4.91,1.39,0.43,1.34
1259,J.P. Feyereisen,,31,LAD,NL,10,0,0,11,3,2,1,0,0,1,,,0,0,2.45,1.39,0.3,1.34
1260,Justin Foscue,,25,TEX,AL,3,1,0,11,9,7,2,0,1,1,0,-44,1,109,7.36,6.87,3,5.23
1261,Sam Huff,,26,TEX,AL,2,1,1,11,9,9,0,0,0,1,0,0,0,0,7.36,9.16,4.5,9.05
1262,Parker Mushinski,,28,HOU,AL,10,0,0,11,2,1,0,1,0,0.5,,,-2,-36,0.82,1.31,0.1,1.29
1263,Sean Reynolds,,26,SDP,NL,9,0,0,11,0,0,0,0,0,,,,0,0,0,1.39,0,1.34
1264,Josh Rogers,,29,COL,NL,6,0,0,11,0,0,0,0,0,,,,0,0,0,1.39,0,1.33
1265,Kai-Wei Teng,,25,SFG,NL,4,0,0,11,4,2,2,0,0,1,,,0,0,3.27,1.39,1,1.35
1266,Joan Adon,,25,WSN,NL,8,1,0,10.2,6,2,4,0,0,1,,,1,19,5.06,1.35,0.75,1.34
1267,Jacob deGrom,,36,TEX,AL,3,3,0,10.2,1,0,1,0,0,1,,,0,0,0.84,1.35,0.33,1.3
1268,Jaden Hill,,24,COL,NL,9,0,0,10.2,1,0,1,0,0,1,,,-1,-19,0.84,1.35,0.11,1.34
1269,Caleb Kilian,,27,CHC,NL,2,1,0,10.2,3,2,1,0,0,1,,,0,0,2.53,1.35,1.5,1.35
1270,Kyle Nelson,,27,ARI,NL,11,0,0,10.2,0,0,0,0,0,,,,0,0,0,1.35,0,1.34
1271,Ricardo Pinto,,30,PHI,NL,6,0,0,10.2,6,5,1,0,0,1,,,0,0,5.06,1.35,1,1.33
1272,Austin Warren,,28,SFG,NL,6,0,0,10.2,3,2,1,0,1,1,,,0,0,2.53,1.35,0.5,1.33
1273,Humberto Castellanos,,26,ARI,NL,7,0,0,10.1,1,1,0,0,0,1,,,0,0,0.87,1.39,0.14,1.34
1274,Caden Dana,,20,LAA,AL,3,3,0,10.1,1,1,0,0,0,1,,,0,0,0.87,1.31,0.33,1.3
1275,Jacob Lopez,,26,TBR,AL,4,1,0,10.1,1,1,0,0,0,1,,,-1,-19,0.87,1.31,0.25,1.3
1276,Joey Lucchesi,,31,NYM,NL,2,2,0,10.1,1,0,1,0,0,1,,,0,0,0.87,1.39,0.5,1.35
1277,Kirby Snead,,29,SEA,AL,11,0,0,10.1,5,0,5,0,0,1,,,0,0,4.35,1.31,0.45,1.29
1278,Diego Castillo,,30,MIN,AL,7,0,0,10,2,1,1,0,0,1,,,0,0,1.8,1.35,0.29,1.29
1279,Luis Guerrero,,23,BOS,AL,9,0,0,10,1,1,0,0,0,1,,,0,0,0.9,1.35,0.11,1.29
1280,Cooper Hummel,,29,HOU,AL,4,1,0,10,3,3,0,0,0,1,1,60,0,0,2.7,2.25,0.75,2.25
1281,Tyler Matzek,,33,ATL,NL,11,0,0,10,0,0,0,0,0,,,,0,0,0,1.35,0,1.34
1282,Sean Newcomb,,31,OAK,AL,7,0,0,10,3,0,3,0,0,1,,,0,0,2.7,1.35,0.43,1.29
1283,Jacob Waguespack,,30,TBR,AL,4,1,0,10,1,1,0,0,0,1,,,0,0,0.9,1.35,0.25,1.3
1284,Joel Kuhnel,,29,2TM,AL,6,0,0,10,2,0,2,0,0,1,,,1,20,1.8,1.35,0.33,1.3
1284,Joel Kuhnel,,29,HOU,AL,1,0,0,2,0,0,0,0,0,,,,0,0,0,1.35,0,1.3
1284,Joel Kuhnel,,29,TBR,AL,5,0,0,8,2,0,2,0,0,1,,,1,25,2.25,1.35,0.4,1.3
1285,Nick Burdi,,31,NYY,AL,12,0,0,9.2,0,0,0,0,0,,,,0,0,0,1.3,0,1.29
1286,Jhonathan Díaz,,27,SEA,AL,5,1,0,9.2,3,1,2,0,0,1,,,0,0,2.79,1.3,0.6,1.3
1287,Randy Dobnak,,29,MIN,AL,5,0,0,9.2,1,0,1,0,0,1,,,0,0,0.93,1.3,0.2,1.3
1288,Mason Montgomery,,24,TBR,AL,9,0,0,9.2,1,0,1,0,0,1,,,0,0,0.93,1.3,0.11,1.29
1289,Jack O'Loughlin,,24,OAK,AL,4,0,0,9.2,1,1,0,0,0,1,,,0,0,0.93,1.3,0.25,1.3
1290,Luis Frías,,26,2TM,2LG,11,0,0,9.2,1,0,0,1,0,0,,,0,0,0,1.4,0,1.33
1290,Luis Frías,,26,ARI,NL,7,0,0,6.1,1,0,0,1,0,0,,,0,0,0,1.42,0,1.34
1290,Luis Frías,,26,TOR,AL,4,0,0,3.1,0,0,0,0,0,,,,0,0,0,1.35,0,1.3
1291,Lake Bachar,,29,MIA,NL,10,0,0,9.1,2,0,2,0,0,1,,,1,21,1.93,1.35,0.2,1.34
1292,José Devers,,24,MIA,NL,2,1,1,9.1,3,0,3,0,0,1,0,13,1,129,2.89,4.34,1.5,6.15
1293,Casey Legumina,,27,CIN,NL,6,0,0,9.1,1,0,0,1,0,0,,,0,0,0,1.35,0,1.33
1294,Tyler Duffey,,33,KCR,AL,9,0,0,9,1,1,0,0,0,1,,,0,0,1,1.3,0.11,1.29
1295,Geoff Hartlieb,,30,COL,NL,5,0,0,9,2,2,0,0,0,1,,,0,0,2,1.4,0.4,1.34
1296,Spencer Strider,,25,ATL,NL,2,2,0,9,1,1,0,0,0,1,,,0,0,1,1.4,0.5,1.35
1297,Josh Winder,,27,MIN,AL,4,0,0,9,1,1,0,0,0,1,,,-1,-22,1,1.3,0.25,1.3
1298,Wes Parsons,,31,2TM,AL,4,0,0,9,4,1,2,1,0,0.75,,,0,0,3,1.3,0.75,1.3
1298,Wes Parsons,,31,TOR,AL,2,0,0,5,2,0,1,1,0,0.5,,,0,0,1.8,1.26,0.5,1.3
1298,Wes Parsons,,31,CLE,AL,2,0,0,4,2,1,1,0,0,1,,,0,0,4.5,1.35,1,1.3
1299,Matt Carasiti,,32,COL,NL,7,0,0,8.2,3,3,0,0,1,1,,,-1,-23,3.12,1.35,0.43,1.34
1300,Paolo Espino,,37,TOR,AL,3,1,0,8.2,0,0,0,0,0,,,,0,0,0,1.35,0,1.3
1301,Chase Shugart,,27,BOS,AL,6,0,0,8.2,1,0,1,0,0,1,,,0,0,1.04,1.35,0.17,1.28
1302,Andrew Walters,,23,CLE,AL,9,1,0,8.2,1,1,0,0,0,1,,,0,0,1.04,1.35,0.11,1.29
1303,Phil Bickford,,28,NYY,AL,8,0,0,8.1,1,0,0,1,0,0,,,-2,-48,0,1.3,0,1.29
1304,Ben Casparius,,25,LAD,NL,3,0,0,8.1,1,1,0,0,0,1,,,-1,-24,1.08,1.4,0.33,1.33
1305,Tyler Gilbert,,30,PHI,NL,6,0,0,8.1,1,1,0,0,0,1,,,0,0,1.08,1.4,0.17,1.33
1306,Josiah Gray,,26,WSN,NL,2,2,0,8.1,0,0,0,0,0,,,,0,0,0,1.4,0,1.35
1307,Jackson Rutledge,,25,WSN,NL,3,1,0,8.1,0,0,0,0,0,,,,0,0,0,1.4,0,1.33
1308,Trey Wingenter,,30,2TM,2LG,7,0,0,8.1,1,0,1,0,0,1,,,0,0,1.08,1.3,0.14,1.33
1308,Trey Wingenter,,30,BOS,AL,2,0,0,2.1,0,0,0,0,0,,,,0,0,0,1.16,0,1.3
1308,Trey Wingenter,,30,CHC,NL,5,0,0,6,1,0,1,0,0,1,,,0,0,1.5,1.35,0.2,1.34
1309,Matthew Batten,,29,SDP,NL,1,1,1,8,7,5,2,0,1,1,1,90,0,0,7.88,8.33,7,8.2
1310,Connor Gillispie,,26,CLE,AL,3,0,0,8,1,0,1,0,0,1,,,0,0,1.13,1.35,0.33,1.3
1311,Nick Hernandez,,29,HOU,AL,5,0,0,8,1,1,0,0,0,1,,,0,0,1.13,1.35,0.2,1.3
1312,Eloy Jiménez,,27,CHW,AL,1,1,1,8,1,1,0,0,0,1,-1,-90,0,0,1.13,2.25,1,2.2
1313,Janson Junk,,28,2TM,2LG,6,0,0,8,1,0,1,0,0,1,,,0,0,1.13,1.35,0.17,1.33
1313,Janson Junk,,28,MIL,NL,5,0,0,8,1,0,1,0,0,1,,,0,0,1.13,1.35,0.2,1.34
1313,Janson Junk,,28,OAK,AL,1,0,0,0,0,0,0,0,0,,,,0,,,,0,1.3
1314,Orelvis Martínez,,22,TOR,AL,1,1,1,8,6,1,4,1,0,0.833,0,-30,0,0,5.63,3.94,5,3.9
1315,Riley O'Brien,,29,STL,NL,8,0,0,8,0,0,0,0,0,,,,0,0,0,1.35,0,1.34
1316,Chase Silseth,,24,LAA,AL,2,2,0,8,0,0,0,0,0,,,,0,0,0,1.35,0,1.3
1317,Gordon Graceffo,,24,STL,NL,2,1,0,7.2,0,0,0,0,0,,,,0,0,0,1.41,0,1.35
1318,Allan Winans,,28,ATL,NL,2,2,0,7.2,2,0,2,0,0,1,,,0,0,2.35,1.41,1,1.35
1319,Rob Zastryzny,,32,MIL,NL,9,3,0,7.2,1,0,1,0,0,1,,,0,0,1.17,1.41,0.11,1.34
1320,Tyler Jay,,30,2TM,NL,5,0,0,7.2,1,1,0,0,0,1,,,0,0,1.17,1.41,0.2,1.34
1320,Tyler Jay,,30,NYM,NL,3,0,0,4.2,1,1,0,0,0,1,,,0,0,1.93,1.35,0.33,1.33
1320,Tyler Jay,,30,MIL,NL,2,0,0,3,0,0,0,0,0,,,,0,0,0,1.5,0,1.35
1321,Brusdar Graterol,,25,LAD,NL,7,0,0,7.1,2,2,0,0,0,1,,,0,0,2.45,1.35,0.29,1.34
1322,Gregory Santos,,24,SEA,AL,8,0,0,7.1,5,2,3,0,0,1,,,0,0,6.14,1.35,0.63,1.29
