rank,player,year,age,team,league,games,games_started,games_completed,innings,chances,putouts,assists,errors,double_plays,fielding_percentage,tz_runs,tz_runs_rate,drs,drs_rate,range_9,lg_range_9,range_g,lg_range_g
508,Alan Trejo,,28,COL,NL,24,19,12,170.2,74,24,49,1,11,0.986,-2,-11,0,0,3.85,3.83,2.92,3.62
509,Jose Quintana,,35,NYM,NL,31,31,0,170.1,35,13,22,0,1,1,,,2,2,1.85,1.36,1.13,1.34
510,Hunter Brown,,25,HOU,AL,31,30,0,170,32,19,12,1,0,0.969,,,-4,-5,1.64,1.31,1,1.29
511,Kyle Gibson,,36,STL,NL,30,30,0,169.2,28,16,12,0,1,1,,,0,0,1.49,1.36,0.93,1.34
512,Kris Bryant,,32,COL,NL,22,21,14,169,105,101,3,1,10,0.99,-6,-45,-3,-21,5.54,5.05,4.73,4.91
513,Colin Rea,,33,MIL,NL,32,27,0,167.2,40,20,15,5,0,0.875,,,-2,-2,1.88,1.36,1.09,1.34
514,Ronel Blanco,,30,HOU,AL,30,29,1,167.1,32,19,10,3,1,0.906,,,1,1,1.56,1.31,0.97,1.29
515,Jon Berti,,34,NYY,AL,21,18,17,167,45,8,34,3,4,0.933,2,16,2,14,2.26,2.58,2,2.57
516,Bryan Ramos,,22,CHW,AL,21,19,17,167,55,16,38,1,4,0.982,-2,-14,-1,-7,2.91,2.47,2.57,2.44
517,Michael Wacha,,32,KCR,AL,29,29,0,166.2,29,9,20,0,3,1,,,5,6,1.57,1.31,1,1.29
518,MacKenzie Gore,,25,WSN,NL,32,32,0,166.1,18,2,13,3,1,0.833,,,-3,-4,0.81,1.36,0.47,1.34
519,Sonny Gray,,34,STL,NL,28,28,0,166.1,31,14,17,0,1,1,,,-2,-2,1.68,1.36,1.11,1.34
520,Charlie Morton,,40,ATL,NL,30,30,0,165.1,33,9,21,3,0,0.909,,,3,4,1.63,1.36,1,1.34
521,Jameson Taillon,,32,CHC,NL,28,28,0,165.1,26,14,11,1,0,0.962,,,-2,-2,1.36,1.36,0.89,1.34
522,Zach Eflin,,30,2TM,AL,28,28,0,165.1,27,7,20,0,0,1,,,4,5,1.47,1.31,0.96,1.29
522,Zach Eflin,,30,TBR,AL,19,19,0,110,16,5,11,0,0,1,,,2,4,1.31,1.31,0.84,1.29
522,Zach Eflin,,30,BAL,AL,9,9,0,55.1,11,2,9,0,0,1,,,2,7,1.79,1.3,1.22,1.29
523,Austin Gomber,,30,COL,NL,30,30,0,165,22,6,15,1,0,0.955,,,2,2,1.15,1.36,0.7,1.34
524,Joshua Palacios,,28,PIT,NL,20,19,14,163,28,27,1,0,0,1,0,-3,-2,-15,1.55,2.21,1.4,2.18
525,Brayan Bello,,25,BOS,AL,30,30,0,162.1,38,20,16,2,1,0.947,,,0,0,2,1.31,1.2,1.29
526,Ryan Feltner,,27,COL,NL,30,30,0,162.1,20,12,8,0,1,1,,,-3,-4,1.11,1.36,0.67,1.34
527,Jack Flaherty,,28,2TM,2LG,28,28,0,162,19,10,9,0,0,1,,,-1,-1,1.06,1.33,0.68,1.31
527,Jack Flaherty,,28,DET,AL,18,18,0,106.2,12,6,6,0,0,1,,,0,0,1.01,1.31,0.67,1.29
527,Jack Flaherty,,28,LAD,NL,10,10,0,55.1,7,4,3,0,0,1,,,-1,-4,1.14,1.37,0.7,1.34
528,Jonatan Clase,,22,2TM,AL,22,18,14,161,33,33,0,0,0,1,0,3,-2,-15,1.84,2.27,1.5,2.24
528,Jonatan Clase,,22,SEA,AL,16,12,8,109,21,21,0,0,0,1,1,7,0,0,1.73,2.27,1.31,2.24
528,Jonatan Clase,,22,TOR,AL,6,6,6,52,12,12,0,0,0,1,0,-5,-2,-46,2.08,2.27,2,2.23
529,Aaron Civale,,29,2TM,2LG,31,31,0,161,20,10,10,0,0,1,,,1,1,1.12,1.34,0.65,1.31
529,Aaron Civale,,29,TBR,AL,17,17,0,87,4,2,2,0,0,1,,,0,0,0.41,1.31,0.24,1.29
529,Aaron Civale,,29,MIL,NL,14,14,0,74,16,8,8,0,0,1,,,1,3,1.95,1.36,1.14,1.34
530,Chris Flexen,,29,CHW,AL,33,31,0,160,28,8,20,0,3,1,,,4,5,1.58,1.31,0.85,1.29
531,Andrew Heaney,,33,TEX,AL,32,31,0,160,12,4,8,0,0,1,,,-1,-1,0.68,1.31,0.38,1.29
532,Zack Littell,,28,TBR,AL,29,29,0,156.1,21,11,9,1,2,0.952,,,-2,-3,1.15,1.31,0.69,1.29
533,Oliver Dunn,,26,MIL,NL,28,18,9,156,48,11,37,0,4,1,4,34,3,23,2.77,2.61,1.66,2.76
534,Marcus Stroman,,33,NYY,AL,30,29,0,154.2,32,13,18,1,1,0.969,,,-2,-3,1.8,1.31,1.03,1.29
535,Eric Wagaman,,26,LAA,AL,18,17,17,153.1,54,11,39,4,4,0.926,1,6,3,23,2.93,2.47,2.78,2.43
536,Luis Gil,,26,NYY,AL,29,29,0,151.2,22,14,5,3,1,0.864,,,0,0,1.13,1.31,0.66,1.29
537,Eric Haase,,31,MIL,NL,23,16,14,151.1,149,144,3,2,0,0.987,-1,-8,-2,-16,8.74,9.06,6.39,8.94
538,Mitch Spence,,26,OAK,AL,35,24,0,151.1,24,11,12,1,1,0.958,,,0,0,1.37,1.31,0.66,1.29
539,Ben Lively,,32,CLE,AL,29,29,0,151,16,4,12,0,1,1,,,-1,-1,0.95,1.31,0.55,1.29
540,Mitchell Parker,,24,WSN,NL,29,29,0,151,13,2,6,5,0,0.615,,,-4,-5,0.48,1.36,0.28,1.34
541,Ryne Nelson,,26,ARI,NL,28,25,0,150.2,17,8,8,1,0,0.941,,,1,1,0.96,1.36,0.57,1.34
542,Ranger Suárez,,28,PHI,NL,27,27,1,150.2,34,7,27,0,1,1,,,5,7,2.03,1.36,1.26,1.34
543,Frankie Montas,,31,2TM,NL,30,30,0,150.2,28,15,13,0,0,1,,,-1,-1,1.67,1.36,0.93,1.34
543,Frankie Montas,,31,CIN,NL,19,19,0,93.1,21,10,11,0,0,1,,,1,2,2.03,1.36,1.11,1.34
543,Frankie Montas,,31,MIL,NL,11,11,0,57.1,7,5,2,0,0,1,,,-2,-7,1.1,1.37,0.64,1.34
544,Hunter Greene,,24,CIN,NL,26,26,0,150.1,14,5,9,0,0,1,,,-1,-1,0.84,1.36,0.54,1.34
545,Cal Quantrill,,29,COL,NL,29,29,0,148.1,21,8,13,0,1,1,,,1,1,1.27,1.36,0.72,1.34
546,Zac Gallen,,28,ARI,NL,28,28,0,148,19,12,7,0,0,1,,,-3,-4,1.16,1.36,0.68,1.34
547,Drew Millas,,26,WSN,NL,18,17,17,148,152,143,8,1,1,0.993,1,8,0,0,9.18,9.06,8.39,8.94
548,Javier Assad,,26,CHC,NL,29,29,0,147,23,8,14,1,2,0.957,,,2,3,1.35,1.36,0.76,1.34
549,Jacob Hurtubise,,26,CIN,NL,21,17,9,147,35,32,3,0,0,1,0,-2,1,8,2.14,2.21,1.67,2.18
550,Matt Waldron,,27,SDP,NL,27,26,0,146.2,19,5,14,0,2,1,,,0,0,1.17,1.36,0.7,1.34
551,Garrett Crochet,,25,CHW,AL,31,31,0,146,13,4,8,1,1,0.923,,,-4,-5,0.74,1.31,0.38,1.29
552,Kyren Paris,,22,LAA,AL,18,17,12,146,68,22,45,1,8,0.985,2,19,0,0,4.13,3.95,3.53,3.88
553,Nick Pivetta,,31,BOS,AL,27,26,0,145.2,16,8,7,1,0,0.938,,,1,1,0.93,1.31,0.56,1.29
554,Spencer Arrighetti,,24,HOU,AL,29,28,0,145,13,5,8,0,0,1,,,-2,-3,0.81,1.31,0.45,1.29
555,Estevan Florial,,26,CLE,AL,22,16,9,144,37,35,1,1,0,0.973,0,-1,3,25,2.25,2.27,1.64,2.24
556,Mason McCoy,,29,SDP,NL,19,16,14,143.2,53,20,33,0,7,1,-3,-23,0,0,3.32,3.82,2.79,3.77
557,Chadwick Tromp,,29,ATL,NL,19,16,10,142.2,138,131,7,0,0,1,1,8,2,17,8.71,9.07,7.26,8.94
558,Bailey Falter,,27,PIT,NL,28,28,0,142.1,17,6,11,0,0,1,,,-1,-1,1.07,1.36,0.61,1.34
559,Nick Martinez,,33,CIN,NL,42,16,1,142.1,28,10,15,3,1,0.893,,,1,1,1.58,1.36,0.6,1.34
560,Pablo Reyes,,30,BOS,AL,21,15,9,142,62,20,38,4,4,0.935,-1,-5,-2,-17,3.68,3.38,2.32,3.46
561,Esteury Ruiz,,25,OAK,AL,27,16,7,141,36,35,0,1,0,0.972,-1,-10,-1,-9,2.23,2.27,1.3,2.24
562,Gavin Stone,,25,LAD,NL,25,25,1,140.1,29,16,13,0,2,1,,,3,4,1.86,1.36,1.16,1.34
563,Jasson Domínguez,,21,NYY,AL,16,16,13,140,31,28,2,1,0,0.968,-4,-31,-2,-17,1.93,2.27,1.88,2.24
564,Nelson Velázquez,,25,KCR,AL,20,17,9,140,33,32,0,1,0,0.97,-4,-30,-1,-9,2.06,2.27,1.6,2.24
565,Zach DeLoach,,25,CHW,AL,17,16,13,138.2,38,37,1,0,0,1,0,0,-1,-9,2.47,2.27,2.24,2.24
566,Andrew Abbott,,25,CIN,NL,25,25,0,138,14,6,8,0,0,1,,,1,1,0.91,1.36,0.56,1.34
567,Taj Bradley,,23,TBR,AL,25,25,0,138,16,8,8,0,0,1,,,-1,-1,1.04,1.31,0.64,1.29
568,Tobias Myers,,25,MIL,NL,27,25,0,138,19,10,6,3,0,0.842,,,0,0,1.04,1.36,0.59,1.34
569,Miguel Sanó,,31,LAA,AL,19,16,9,136.1,52,28,24,0,2,1,2,18,1,9,3.43,3.65,2.6,3.76
570,Reynaldo López,,30,ATL,NL,26,25,0,135.2,13,8,5,0,1,1,,,-4,-6,0.86,1.36,0.5,1.34
571,Luis Ortiz,,25,PIT,NL,37,15,0,135.2,21,7,10,4,0,0.81,,,0,0,1.13,1.36,0.46,1.34
572,Heston Kjerstad,,25,BAL,AL,19,16,9,135,34,34,0,0,0,1,2,13,-1,-9,2.27,2.27,1.79,2.24
573,René Pinto,,27,TBR,AL,19,15,11,135,129,126,2,1,0,0.992,-3,-27,-3,-27,8.53,9.16,6.74,9.03
574,Joe Ryan,,28,MIN,AL,23,23,0,135,21,10,9,2,0,0.905,,,-3,-4,1.27,1.31,0.83,1.29
575,Martín Pérez,,33,2TM,NL,26,26,0,135,20,6,14,0,1,1,,,5,7,1.33,1.36,0.77,1.34
575,Martín Pérez,,33,PIT,NL,16,16,0,83,11,6,5,0,1,1,,,3,7,1.19,1.36,0.69,1.34
575,Martín Pérez,,33,SDP,NL,10,10,0,52,9,0,9,0,0,1,,,2,8,1.56,1.37,0.9,1.34
576,Justin Steele,,28,CHC,NL,24,24,1,134.2,10,3,7,0,0,1,,,-1,-1,0.67,1.36,0.42,1.34
577,Tyler Glasnow,,30,LAD,NL,22,22,0,134,23,15,8,0,0,1,,,-3,-4,1.54,1.36,1.05,1.34
578,Albert Suárez,,34,BAL,AL,32,24,0,133.2,25,9,15,1,2,0.96,,,3,4,1.62,1.31,0.75,1.29
579,Simeon Woods Richardson,,23,MIN,AL,28,28,0,133.2,21,11,7,3,2,0.857,,,-2,-3,1.21,1.31,0.64,1.29
580,Paul Skenes,,22,PIT,NL,23,23,0,133,26,7,17,2,1,0.923,,,1,2,1.62,1.36,1.04,1.34
581,Luke Williams,,27,ATL,NL,22,14,9,131,47,15,30,2,4,0.957,3,31,3,27,3.09,3.23,2.05,2.92
582,Kyle Hendricks,,34,CHC,NL,29,24,0,130.2,19,7,11,1,1,0.947,,,0,0,1.24,1.36,0.62,1.34
583,Michael Lorenzen,,32,2TM,AL,26,24,0,130.1,22,8,12,2,4,0.909,,,2,3,1.38,1.31,0.77,1.29
583,Michael Lorenzen,,32,TEX,AL,19,18,0,101.2,18,7,11,0,3,1,,,2,4,1.59,1.31,0.95,1.29
583,Michael Lorenzen,,32,KCR,AL,7,6,0,28.2,4,1,1,2,1,0.5,,,0,0,0.63,1.32,0.29,1.29
584,Ryan Pepiot,,26,TBR,AL,26,26,0,130,15,11,4,0,3,1,,,0,0,1.04,1.31,0.58,1.29
585,Dean Kremer,,28,BAL,AL,24,24,0,129.2,32,11,19,2,0,0.938,,,4,6,2.08,1.31,1.25,1.29
586,Rafael Marchán,,25,PHI,NL,17,14,14,129,134,126,6,2,3,0.985,2,19,1,9,9.21,9.06,7.76,8.94
587,Alec Marsh,,26,KCR,AL,26,25,0,129,24,9,11,4,0,0.833,,,1,2,1.4,1.31,0.77,1.29
588,Joey Estes,,22,OAK,AL,25,24,1,127.2,10,5,5,0,2,1,,,1,2,0.7,1.31,0.4,1.29
589,Marco Luciano,,22,SFG,NL,18,14,9,127,64,25,33,6,3,0.906,-4,-41,-5,-47,4.11,4,3.22,3.93
590,José Fermín,,25,STL,NL,22,13,7,126,37,13,24,0,2,1,-3,-32,-1,-10,2.64,3.44,1.48,3.19
591,Jared Walsh,,30,TEX,AL,16,14,14,126,116,104,10,2,11,0.983,0,-3,-1,-10,8.14,8.03,7.13,7.92
592,Jonathan Cannon,,23,CHW,AL,23,21,0,124.1,30,17,13,0,2,1,,,3,5,2.17,1.31,1.3,1.29
593,Kyle Harrison,,22,SFG,NL,24,24,0,124.1,14,2,12,0,1,1,,,-2,-3,1.01,1.36,0.58,1.34
594,Trevor Rogers,,26,2TM,2LG,25,25,0,124.1,19,6,12,1,0,0.947,,,-2,-3,1.3,1.35,0.72,1.33
594,Trevor Rogers,,26,MIA,NL,21,21,0,105.1,15,6,8,1,0,0.933,,,-2,-4,1.2,1.36,0.67,1.34
594,Trevor Rogers,,26,BAL,AL,4,4,0,19,4,0,4,0,0,1,,,0,0,1.89,1.33,1,1.3
595,Spencer Schwellenbach,,24,ATL,NL,21,21,0,123.2,33,9,24,0,2,1,,,5,8,2.4,1.36,1.57,1.34
596,Thomas Saggese,,22,STL,NL,18,13,13,123.1,63,17,43,3,9,0.952,0,0,-1,-10,4.38,3.85,3.33,3.86
597,Jerar Encarnación,,26,SFG,NL,18,13,9,123,33,30,2,1,2,0.97,-4,-37,0,0,2.34,2.85,1.68,2.82
598,Justyn-Henry Malloy,,24,DET,AL,23,14,6,122.1,24,24,0,0,0,1,0,2,-2,-20,1.77,2.27,1.04,2.24
599,Jared Jones,,22,PIT,NL,22,22,0,121.2,18,9,8,1,0,0.944,,,1,2,1.26,1.36,0.77,1.34
600,Andre Pallante,,25,STL,NL,29,20,0,121.1,33,17,16,0,2,1,,,-3,-5,2.45,1.36,1.14,1.34
601,Bryan Woo,,24,SEA,AL,22,22,0,121.1,21,14,7,0,0,1,,,0,0,1.56,1.31,0.95,1.29
602,David Peterson,,28,NYM,NL,21,21,0,121,24,4,15,5,1,0.792,,,2,3,1.41,1.36,0.9,1.34
603,Seby Zavala,,30,SEA,AL,18,14,9,121,95,91,3,1,0,0.989,0,0,-2,-20,6.99,9.16,5.22,9.03
604,Billy Cook,,25,PIT,NL,16,14,11,120,59,56,2,1,4,0.983,3,29,6,60,4.35,3.98,3.41,3.95
605,Lance Lynn,,37,STL,NL,23,23,0,117.1,10,5,3,2,0,0.8,,,-4,-7,0.61,1.36,0.35,1.34
606,Jordan Montgomery,,31,ARI,NL,25,21,0,117,20,2,17,1,0,0.95,,,-1,-2,1.46,1.36,0.76,1.34
607,Grayson Rodriguez,,24,BAL,AL,20,20,0,116.2,17,10,7,0,1,1,,,0,0,1.31,1.31,0.85,1.29
608,David Bote,,31,CHC,NL,35,8,8,116.1,33,17,16,0,2,1,-1,-13,0,0,2.55,3.07,0.92,3.21
609,Nick Lodolo,,26,CIN,NL,21,21,0,115.1,11,1,9,1,0,0.909,,,-1,-2,0.78,1.36,0.48,1.34
610,Rece Hinds,,23,CIN,NL,22,10,10,115,33,33,0,0,0,1,4,38,1,10,2.58,2.21,1.5,2.18
611,Drew Romo,,22,COL,NL,15,13,13,115,104,93,10,1,1,0.99,1,10,2,21,8.06,9.06,6.87,8.94
612,Avisaíl García,,33,MIA,NL,16,13,10,114,39,38,1,0,0,1,1,5,0,0,3.08,2.21,2.44,2.18
613,Davis Wendzel,,27,TEX,AL,21,11,6,113.2,28,6,22,0,0,1,2,25,3,32,2.22,2.55,1.33,2.84
614,Kyle Freeland,,31,COL,NL,21,21,0,113.1,12,2,9,1,0,0.917,,,-1,-2,0.87,1.36,0.52,1.34
615,José Soriano,,25,LAA,AL,22,20,0,113,33,15,16,2,3,0.939,,,2,4,2.47,1.31,1.41,1.29
616,Kenta Maeda,,36,DET,AL,28,16,0,112.1,25,13,10,2,3,0.92,,,-1,-2,1.84,1.31,0.79,1.29
617,Reese Olson,,24,DET,AL,22,22,0,112.1,7,3,3,1,0,0.857,,,-4,-7,0.48,1.31,0.27,1.29
618,Ryan Vilade,,25,DET,AL,16,12,8,112.1,32,32,0,0,0,1,0,1,-4,-43,2.56,2.37,1.88,2.57
619,Tyler Locklear,,23,SEA,AL,16,12,10,112,98,91,7,0,5,1,1,13,-1,-11,7.88,8.03,6.13,7.92
620,Eguy Rosario,,24,SDP,NL,27,10,5,111,39,12,26,1,4,0.974,-1,-5,1,11,3.08,2.59,1.36,2.63
621,Cole Irvin,,30,2TM,AL,29,16,0,111,16,5,11,0,1,1,,,1,2,1.3,1.31,0.55,1.29
621,Cole Irvin,,30,BAL,AL,25,16,0,107.1,15,5,10,0,1,1,,,1,2,1.26,1.31,0.6,1.29
621,Cole Irvin,,30,MIN,AL,4,0,0,3.2,1,0,1,0,0,1,,,0,0,2.45,1.23,0.25,1.3
622,Jordan Hicks,,27,SFG,NL,29,20,0,109.2,29,18,10,1,3,0.966,,,-2,-4,2.3,1.36,0.97,1.34
623,Zach Dezenzo,,24,HOU,AL,15,12,10,109,86,82,3,1,9,0.988,-3,-33,-2,-22,7.02,7.67,5,6.95
624,José Ureña,,32,TEX,AL,33,9,0,109,21,11,9,1,0,0.952,,,0,0,1.65,1.31,0.61,1.29
625,Eli White,,30,ATL,NL,30,5,5,109,28,28,0,0,0,1,2,23,2,22,2.31,2.26,0.9,2.24
626,Gustavo Campero,,26,LAA,AL,13,12,11,108.1,28,26,1,1,0,0.964,-1,-11,-2,-22,2.24,2.27,2.08,2.24
627,Tyler Alexander,,29,TBR,AL,23,9,0,107.2,15,6,8,1,0,0.933,,,-1,-2,1.17,1.31,0.61,1.29
628,Steward Berroa,,25,TOR,AL,21,9,8,107,28,27,1,0,0,1,3,35,3,34,2.36,2.27,1.33,2.24
629,David Hensley,,28,MIA,NL,18,11,6,107,37,34,3,0,2,1,-2,-25,-2,-22,3.11,3.73,1.85,3.35
630,Jonathan Ornelas,,24,TEX,AL,18,11,9,106.2,40,14,24,2,1,0.95,0,2,1,11,3.21,3.03,2.11,3.16
631,Bryse Wilson,,26,MIL,NL,34,9,0,104.2,7,1,6,0,0,1,,,-1,-2,0.6,1.36,0.21,1.34
632,Blake Snell,,31,SFG,NL,20,20,1,104,14,5,8,1,0,0.929,,,1,2,1.13,1.36,0.65,1.34
633,Jamie Westbrook,,29,BOS,AL,20,13,5,104,58,21,36,1,6,0.983,0,-1,0,0,4.93,3.95,2.71,3.76
634,Shay Whitcomb,,25,HOU,AL,17,10,7,104,35,14,16,5,3,0.857,-2,-27,-4,-46,2.6,2.71,1.67,2.77
635,Garrett Cooper,,33,2TM,2LG,16,12,6,104,88,78,9,1,9,0.989,1,6,-2,-23,7.53,7.92,5.12,7.29
635,Garrett Cooper,,33,CHC,NL,4,3,2,29,24,23,1,0,3,1,-1,-29,0,0,7.45,7.63,4.8,5.78
635,Garrett Cooper,,33,BOS,AL,12,9,4,75,64,55,8,1,6,0.984,1,19,-2,-32,7.56,8.03,5.25,7.92
636,Carlos Carrasco,,37,CLE,AL,21,21,0,103.2,19,9,9,1,0,0.947,,,1,2,1.56,1.31,0.86,1.29
637,Bowden Francis,,28,TOR,AL,27,13,0,103.2,11,4,7,0,0,1,,,3,6,0.95,1.31,0.41,1.29
638,Jon Gray,,32,TEX,AL,23,19,0,102.2,18,8,10,0,0,1,,,0,0,1.58,1.31,0.78,1.29
639,Casey Mize,,27,DET,AL,22,20,0,102.1,20,6,14,0,4,1,,,2,4,1.76,1.31,0.91,1.29
640,Brent Rooker,,29,OAK,AL,14,13,7,102.1,16,16,0,0,0,1,-3,-30,-1,-12,1.41,2.27,1.14,2.24
641,Andrés Chaparro,,25,WSN,NL,12,12,10,102,89,80,9,0,11,1,1,11,-1,-12,7.85,8.29,7.42,8.18
642,David Dahl,,30,PHI,NL,15,13,5,102,19,18,1,0,0,1,3,36,3,35,1.68,2.21,1.27,2.18
643,Yuli Gurriel,,40,KCR,AL,12,12,9,101,82,76,6,0,4,1,0,5,2,24,7.31,8.03,6.83,7.92
644,Jhonny Pereda,,28,MIA,NL,19,10,8,101,95,86,8,1,1,0.989,0,0,0,0,8.38,9.03,4.7,8.52
645,James Paxton,,35,2TM,2LG,21,21,0,100.1,8,1,6,1,0,0.875,,,0,0,0.63,1.35,0.33,1.33
645,James Paxton,,35,LAD,NL,18,18,0,89.1,7,0,6,1,0,0.857,,,1,2,0.6,1.36,0.33,1.34
645,James Paxton,,35,BOS,AL,3,3,0,11,1,1,0,0,0,1,,,-1,-18,0.82,1.31,0.33,1.3
646,Nick Martini,,34,CIN,NL,16,12,6,100,25,24,1,0,0,1,0,5,-1,-12,2.25,2.21,1.56,2.18
647,Joe Musgrove,,31,SDP,NL,19,19,0,99.2,24,11,12,1,0,0.958,,,3,6,2.08,1.36,1.21,1.34
648,Cooper Criswell,,27,BOS,AL,26,18,0,99.1,12,8,4,0,1,1,,,0,0,1.09,1.31,0.46,1.29
649,Ryan Yarbrough,,32,2TM,2LG,44,0,0,98.2,25,6,16,3,1,0.88,,,3,6,2.01,1.35,0.5,1.33
649,Ryan Yarbrough,,32,LAD,NL,32,0,0,67.1,20,5,14,1,1,0.95,,,2,6,2.54,1.36,0.59,1.34
649,Ryan Yarbrough,,32,TOR,AL,12,0,0,31.1,5,1,2,2,0,0.6,,,1,6,0.86,1.32,0.25,1.29
650,Keider Montero,,23,DET,AL,19,16,1,98.1,13,4,9,0,0,1,,,2,4,1.19,1.31,0.68,1.29
651,Cole Tucker,,27,LAA,AL,16,11,7,98,38,16,18,4,1,0.895,-1,-9,-3,-37,3.12,2.39,1.89,2.29
652,Randy Vásquez,,25,SDP,NL,20,20,0,98,19,4,15,0,2,1,,,1,2,1.74,1.36,0.95,1.34
653,Joey Wendle,,34,NYM,NL,18,10,5,98,40,13,24,3,3,0.925,0,-1,-1,-12,3.4,3.67,2.06,3.42
654,Logan Allen,,25,CLE,AL,20,20,0,97.1,14,4,10,0,0,1,,,1,2,1.29,1.31,0.7,1.29
655,Zach Remillard,,30,CHW,AL,14,11,7,97,36,9,26,1,2,0.972,1,12,1,12,3.25,3.46,2.19,3.28
656,Edward Cabrera,,26,MIA,NL,20,20,0,96.1,14,4,6,4,0,0.714,,,-4,-8,0.93,1.36,0.5,1.34
657,Luisangel Acuña,,22,NYM,NL,12,10,9,95.2,45,9,35,1,3,0.978,3,34,1,13,4.14,3.85,3.38,3.79
658,Gerrit Cole,,33,NYY,AL,17,17,0,95,10,4,6,0,0,1,,,-2,-4,0.95,1.31,0.59,1.29
659,Dane Dunning,,29,TEX,AL,26,15,0,95,18,10,7,1,0,0.944,,,1,2,1.61,1.31,0.65,1.29
660,Tyler Holton,,28,DET,AL,66,9,0,94.1,16,4,12,0,0,1,,,2,4,1.53,1.31,0.24,1.29
661,Logan Driscoll,,26,TBR,AL,15,11,7,93,107,100,6,1,0,0.991,1,13,2,26,10.26,9.16,7.07,9.03
662,Forrest Wall,,28,2TM,NL,13,11,7,93,18,18,0,0,0,1,-2,-19,2,26,1.74,2.22,1.38,2.18
662,Forrest Wall,,28,ATL,NL,12,10,7,87,18,18,0,0,0,1,-1,-18,2,28,1.86,2.21,1.5,2.18
662,Forrest Wall,,28,MIA,NL,1,1,0,6,0,0,0,0,0,,0,-40,0,0,0,2.25,0,2.2
663,Nick Yorke,,22,PIT,NL,11,11,9,92,26,14,11,1,3,0.962,-3,-40,-3,-39,2.45,3.51,2.27,3.42
664,Carson Spiers,,26,CIN,NL,22,10,0,90.2,13,9,4,0,1,1,,,1,2,1.29,1.36,0.59,1.34
665,Justin Verlander,,41,HOU,AL,17,17,0,90.1,9,4,5,0,0,1,,,0,0,0.9,1.31,0.53,1.29
666,Derek Law,,33,WSN,NL,75,0,0,90,10,4,6,0,2,1,,,-1,-2,1,1.36,0.13,1.34
667,Yoshinobu Yamamoto,,25,LAD,NL,18,18,0,90,14,5,9,0,0,1,,,2,4,1.4,1.36,0.78,1.34
668,Dakota Hudson,,29,COL,NL,18,18,0,89,14,3,11,0,2,1,,,0,0,1.42,1.36,0.78,1.34
669,DJ Herz,,23,WSN,NL,19,19,0,88.2,5,0,5,0,0,1,,,0,0,0.51,1.36,0.26,1.34
670,Chris Paddack,,28,MIN,AL,17,17,0,88.1,13,5,8,0,0,1,,,-2,-5,1.32,1.31,0.76,1.29
671,Coby Mayo,,22,BAL,AL,15,12,4,88,24,15,8,1,2,0.958,-2,-26,-2,-27,2.35,3.73,1.44,3.81
672,Aaron Hicks,,34,LAA,AL,14,9,8,87.2,19,19,0,0,0,1,-3,-36,-2,-27,1.95,2.26,1.36,2.17
673,Reid Detmers,,24,LAA,AL,17,17,0,87.1,8,3,5,0,0,1,,,-2,-5,0.82,1.31,0.47,1.29
674,Carson Fulmer,,30,LAA,AL,37,8,0,86.2,9,2,5,2,0,0.778,,,0,0,0.73,1.31,0.19,1.29
675,Yariel Rodríguez,,27,TOR,AL,21,21,0,86.2,15,8,7,0,0,1,,,1,2,1.56,1.31,0.71,1.29
676,Ryan Weathers,,24,MIA,NL,16,16,0,86.2,11,1,10,0,0,1,,,1,2,1.14,1.36,0.69,1.34
677,Matthew Liberatore,,24,STL,NL,60,6,0,86,22,4,17,1,2,0.955,,,3,7,2.2,1.36,0.35,1.34
678,Yoán Moncada,,29,CHW,AL,11,11,10,86,31,8,21,2,4,0.935,1,15,0,0,3.03,2.47,2.64,2.44
679,David Villar,,27,SFG,NL,10,10,9,86,90,79,11,0,5,1,-3,-35,0,0,9.42,8.29,9,8.18
680,Clarke Schmidt,,28,NYY,AL,16,16,0,85.1,15,7,7,1,0,0.933,,,1,2,1.48,1.31,0.88,1.29
681,Ross Stripling,,34,OAK,AL,22,14,0,85.1,14,5,8,1,0,0.929,,,-1,-2,1.37,1.31,0.59,1.29
682,Jordyn Adams,,24,LAA,AL,11,9,9,85,24,23,0,1,0,0.958,-1,-20,-2,-28,2.44,2.27,2.09,2.24
683,Adael Amador,,21,COL,NL,10,10,9,85,39,14,24,1,8,0.974,-3,-41,-1,-14,4.02,4.15,3.8,4.09
684,Tom Murphy,,33,SFG,NL,12,10,8,84.2,69,68,1,0,0,1,-2,-28,-4,-57,7.33,9.07,5.75,8.94
685,Aledmys Díaz,,33,2TM,AL,14,10,7,84.1,49,28,21,0,6,1,-2,-31,-1,-14,5.23,4.92,3.27,4.93
685,Aledmys Díaz,,33,OAK,AL,12,9,6,75.1,41,22,19,0,4,1,-2,-37,-1,-16,4.9,4.61,3.15,4.78
685,Aledmys Díaz,,33,HOU,AL,2,1,1,9,8,6,2,0,2,1,0,13,0,0,8,7.5,4,5.9
686,Luke Weaver,,30,NYY,AL,62,0,0,84,9,2,5,2,0,0.778,,,0,0,0.75,1.31,0.11,1.29
687,Taijuan Walker,,31,PHI,NL,19,15,0,83.2,18,9,8,1,2,0.944,,,0,0,1.83,1.36,0.89,1.34
688,Roddery Muñoz,,24,MIA,NL,18,17,0,82.2,12,2,6,4,0,0.667,,,0,0,0.87,1.36,0.44,1.34
