player,year,age,team,league,war,games,plate_appearances,at_bats,runs,hits,doubles,triples,home_runs,runs_batted_in,stolen_bases,caught_stealing,walks,strikeouts,batting_average,on_base_percentage,slugging_percentage,on_base_plus_slugging,on_base_plus_slugging_plus,runs_above_base_average,rbat_plus,total_bases,double_plays,hit_by_puitch,sacrifice_bunts,sacrifice_flies,intentional_walks
Brent Rooker,2022,27,KCR,AL,-0.2,14,29,25,1,4,1,0,0,2,0,0,3,7,0.16,0.276,0.2,0.476,38.0,0.232,39.0,5,2,1,0,0,0
Estevan Florial*,2022,24,NYY,AL,-0.5,17,35,31,4,3,0,0,0,1,2,0,3,13,0.097,0.2,0.097,0.297,-11.0,0.168,-17.0,3,0,1,0,0,0
Payton Henry,2022,25,MIA,NL,-0.1,15,35,28,2,4,0,0,0,4,0,0,5,8,0.143,0.314,0.143,0.457,36.0,0.24,45.0,4,0,2,0,0,0
Elier Hernández,2022,27,TEX,AL,-0.4,14,35,33,4,6,2,0,0,3,0,0,1,15,0.182,0.2,0.242,0.442,25.0,0.194,12.0,8,1,0,0,1,0
Ezequiel Tovar,2022,20,COL,NL,-0.3,9,35,33,2,7,1,0,1,2,0,0,2,9,0.212,0.257,0.333,0.59,58.0,0.263,50.0,11,0,0,0,0,0
David Hensley,2022,26,HOU,AL,0.3,16,34,29,7,10,2,1,1,5,0,0,5,6,0.345,0.441,0.586,1.027,192.0,0.439,191.0,17,3,0,0,0,0
Zach Reks*,2022,28,TEX,AL,-0.5,16,34,34,3,9,1,0,0,3,0,1,0,10,0.265,0.265,0.294,0.559,59.0,0.234,52.0,10,0,0,0,0,0
Kevin Padlo,2022,25,3TM,2LG,-0.6,13,34,33,0,4,1,0,0,3,0,0,1,10,0.121,0.147,0.152,0.299,-14.0,0.137,-27.0,5,2,0,0,0,0
Kevin Padlo,2022,25,2TM,NL,-0.6,7,23,23,0,2,0,0,0,0,0,0,0,5,0.087,0.087,0.087,0.174,-50.0,0.078,-70.0,2,2,0,0,0,0
Kevin Padlo,2022,25,SFG,NL,-0.3,4,12,12,0,2,0,0,0,0,0,0,0,4,0.167,0.167,0.167,0.333,-4.0,0.15,-19.0,2,1,0,0,0,0
Kevin Padlo,2022,25,SEA,AL,0.0,6,11,10,0,2,1,0,0,3,0,0,1,5,0.2,0.273,0.3,0.573,68.0,0.259,66.0,3,0,0,0,0,0
Kevin Padlo,2022,25,PIT,NL,-0.3,3,11,11,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,-127.0,0,1,0,0,0,0
Kelvin Gutiérrez,2022,27,BAL,AL,-0.3,12,33,28,2,4,1,0,0,3,1,0,4,8,0.143,0.25,0.179,0.429,27.0,0.239,40.0,5,1,0,0,0,0
Richie Martin,2022,27,BAL,AL,0.0,13,33,30,4,5,0,2,0,3,3,1,3,10,0.167,0.242,0.3,0.542,56.0,0.249,50.0,9,0,0,0,0,0
Cody Thomas*,2022,27,OAK,AL,-0.2,10,32,30,1,8,0,0,0,0,0,0,2,12,0.267,0.313,0.267,0.579,74.0,0.268,74.0,8,0,0,0,0,0
Nick Plummer*,2022,25,NYM,NL,-0.1,14,31,29,4,4,1,0,2,6,0,0,1,12,0.138,0.194,0.379,0.573,60.0,0.247,54.0,11,1,1,0,0,0
Sebastián Rivero,2022,23,KCR,AL,-0.2,17,29,26,2,4,0,0,0,1,0,0,2,10,0.154,0.214,0.154,0.368,7.0,0.174,-7.0,4,0,0,1,0,0
Lucius Fox#,2022,24,WSN,NL,-0.6,10,28,25,2,2,0,0,0,2,1,0,1,9,0.08,0.115,0.08,0.195,-42.0,0.133,-44.0,2,1,0,2,0,0
Dalton Guthrie,2022,26,PHI,NL,0.4,14,28,21,3,7,0,0,1,5,1,0,6,7,0.333,0.5,0.476,0.976,180.0,0.442,184.0,10,0,1,0,0,0
Yonny Hernández#,2022,24,ARI,NL,0.0,12,28,24,2,2,0,0,0,0,2,0,2,4,0.083,0.154,0.083,0.237,-30.0,0.169,-28.0,2,0,0,2,0,0
Eddy Alvarez*,2022,32,LAD,NL,-0.5,14,27,25,1,4,0,0,0,3,1,0,0,9,0.16,0.154,0.16,0.314,-12.0,0.148,-35.0,4,1,0,1,1,0
Jaylin Davis,2022,27,BOS,AL,0.0,12,27,24,4,8,1,0,0,2,0,0,3,11,0.333,0.407,0.375,0.782,120.0,0.356,124.0,9,0,0,0,0,0
Max Schrock*,2022,27,CIN,NL,-0.2,13,27,26,1,4,0,0,0,1,0,0,1,6,0.154,0.185,0.154,0.339,-5.0,0.159,-20.0,4,0,0,0,0,0
Ryan Aguilar*,2022,27,LAA,AL,-0.3,7,26,22,2,3,1,0,0,2,0,0,2,14,0.136,0.231,0.182,0.413,19.0,0.198,14.0,4,0,1,0,1,0
Korey Lee,2022,23,HOU,AL,-0.5,12,26,25,1,4,2,0,0,4,0,0,1,9,0.16,0.192,0.24,0.432,23.0,0.189,10.0,6,1,0,0,0,0
Tim Beckham,2022,32,MIN,AL,-0.6,12,25,25,1,2,0,0,0,1,0,0,0,9,0.08,0.08,0.08,0.16,-54.0,0.068,-77.0,2,2,0,0,0,0
Ben DeLuzio,2022,27,STL,NL,0.2,22,25,20,3,3,1,0,0,0,0,1,3,5,0.15,0.292,0.2,0.492,45.0,0.261,77.0,4,0,1,1,0,0
Adam Haseley*,2022,26,CHW,AL,0.3,14,25,21,4,5,0,0,0,2,0,0,3,7,0.238,0.333,0.238,0.571,67.0,0.344,122.0,5,0,0,1,0,0
Mark Payton*,2022,30,CHW,AL,0.0,8,25,21,3,3,0,0,0,1,0,0,4,4,0.143,0.28,0.143,0.423,26.0,0.29,81.0,3,0,0,0,0,0
Michael Siani*,2022,22,CIN,NL,-0.3,9,24,24,1,4,0,0,0,0,0,1,0,7,0.167,0.167,0.167,0.333,-8.0,0.129,-26.0,4,1,0,0,0,0
Maikel Garcia,2022,22,KCR,AL,-0.1,9,23,22,1,7,1,0,0,2,0,0,1,5,0.318,0.348,0.364,0.711,103.0,0.306,92.0,8,1,0,0,0,0
Caleb Hamilton,2022,27,MIN,AL,-0.3,22,23,18,5,1,0,0,1,1,0,0,4,14,0.056,0.227,0.222,0.449,30.0,0.219,29.0,4,0,0,1,0,0
Billy Hamilton,2022,31,2TM,2LG,-0.1,37,23,20,13,1,0,0,0,0,10,1,2,12,0.05,0.136,0.05,0.186,-44.0,0.195,-57.0,1,0,0,1,0,0
Billy Hamilton,2022,31,MIA,NL,0.0,20,15,13,9,1,0,0,0,0,7,0,1,8,0.077,0.143,0.077,0.22,-35.0,0.238,-54.0,1,0,0,1,0,0
Billy Hamilton,2022,31,MIN,AL,-0.1,17,8,7,4,0,0,0,0,0,3,1,1,4,0.0,0.125,0.0,0.125,-60.0,0.119,-63.0,0,0,0,0,0,0
Matthew Batten,2022,27,SDP,NL,-0.1,15,22,19,0,2,1,0,0,1,0,0,2,6,0.105,0.227,0.158,0.385,15.0,0.194,18.0,3,0,1,0,0,0
Iván Herrera,2022,22,STL,NL,-0.3,11,22,18,0,2,0,0,0,1,0,0,2,8,0.111,0.19,0.111,0.302,-10.0,0.152,-21.0,2,0,0,1,1,0
Ford Proctor*,2022,25,SFG,NL,-0.2,7,22,18,3,2,0,0,1,6,0,0,2,3,0.111,0.182,0.278,0.46,29.0,0.197,16.0,5,0,0,0,2,0
Heliot Ramos,2022,22,SFG,NL,-0.5,9,22,20,4,2,0,0,0,0,0,0,2,6,0.1,0.182,0.1,0.282,-16.0,0.181,4.0,2,1,0,0,0,0
Jared Young*,2022,26,CHC,NL,0.1,6,22,19,2,5,2,0,0,0,1,0,3,7,0.263,0.364,0.368,0.732,106.0,0.338,104.0,7,0,0,0,0,0
José Godoy*,2022,27,2TM,2LG,-0.3,10,22,20,3,1,0,0,0,1,0,0,2,9,0.05,0.136,0.05,0.186,-44.0,0.103,-53.0,1,0,0,0,0,0
José Godoy*,2022,27,MIN,AL,0.0,2,5,3,2,0,0,0,0,0,0,0,2,2,0.0,0.4,0.0,0.4,29.0,0.275,73.0,0,0,0,0,0,0
José Godoy*,2022,27,PIT,NL,-0.3,8,17,17,1,1,0,0,0,1,0,0,0,7,0.059,0.059,0.059,0.118,-66.0,0.053,-89.0,1,0,0,0,0,0
Mark Kolozsvary,2022,26,CIN,NL,0.1,10,21,20,3,4,2,0,1,3,0,0,1,9,0.2,0.238,0.45,0.688,84.0,0.288,73.0,9,1,0,0,0,0
Pedro Severino,2022,28,MIL,NL,0.0,8,21,18,0,4,2,0,0,1,0,0,3,7,0.222,0.333,0.333,0.667,90.0,0.304,91.0,6,0,0,0,0,0
Bryce Johnson#,2022,26,SFG,NL,-0.3,11,19,18,1,2,0,0,0,2,0,0,1,7,0.111,0.158,0.111,0.269,-21.0,0.131,-32.0,2,0,0,0,0,0
Travis Shaw*,2022,32,BOS,AL,-0.7,7,19,19,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.0,-100.0,0.0,-134.0,0,0,0,0,0,0
Steven Souza Jr.,2022,33,SEA,AL,-0.4,6,19,19,0,3,0,0,0,1,0,0,0,8,0.158,0.158,0.158,0.316,-7.0,0.142,-19.0,3,2,0,0,0,0
Carlos Pérez,2022,25,CHW,AL,-0.2,7,18,18,0,4,2,0,0,2,0,0,0,2,0.222,0.222,0.333,0.556,56.0,0.24,45.0,6,1,0,0,0,0
Bobby Bradley*,2022,26,CLE,AL,-0.4,8,17,17,1,2,0,0,0,0,0,0,0,9,0.118,0.118,0.118,0.235,-31.0,0.106,-48.0,2,0,0,0,0,0
Dixon Machado,2022,30,SFG,NL,0.1,5,17,15,1,3,0,0,0,0,0,0,1,5,0.2,0.294,0.2,0.494,45.0,0.236,44.0,3,0,1,0,0,0
Miles Mastrobuoni*,2022,26,TBR,AL,-0.2,8,17,16,1,3,0,0,0,0,1,0,1,6,0.188,0.235,0.188,0.423,26.0,0.214,22.0,3,0,0,0,0,0
Manny Piña,2022,35,ATL,NL,-0.1,5,17,14,1,2,0,0,0,2,0,0,1,1,0.143,0.235,0.143,0.378,9.0,0.183,0.0,2,0,1,0,1,0
Drew Ellis,2022,26,2TM,2LG,-0.3,7,17,16,2,3,1,0,0,1,0,0,1,7,0.188,0.235,0.25,0.485,39.0,0.22,33.0,4,0,0,0,0,0
Drew Ellis,2022,26,ARI,NL,-0.2,6,14,13,2,2,1,0,0,1,0,0,1,6,0.154,0.214,0.231,0.445,27.0,0.203,20.0,3,0,0,0,0,0
Drew Ellis,2022,26,SEA,AL,-0.1,1,3,3,0,1,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0.667,97.0,0.299,97.0,1,0,0,0,0,0
Austin Allen*,2022,28,OAK,AL,0.0,5,16,14,1,1,0,0,0,0,0,0,1,9,0.071,0.188,0.071,0.259,-19.0,0.144,-16.0,1,1,1,0,0,0
Logan O'Hoppe,2022,22,LAA,AL,-0.1,5,16,14,1,4,0,0,0,2,0,0,2,3,0.286,0.375,0.286,0.661,92.0,0.311,95.0,4,0,0,0,0,0
James Outman*,2022,25,LAD,NL,0.4,4,16,13,6,6,2,0,1,3,0,0,2,7,0.462,0.563,0.846,1.409,289.0,0.585,290.0,11,0,1,0,0,0
Pablo Reyes,2022,28,MIL,NL,-0.2,5,16,15,1,4,0,0,0,0,0,0,1,2,0.267,0.313,0.267,0.579,67.0,0.244,48.0,4,0,0,0,0,0
Steele Walker*,2022,25,TEX,AL,-0.2,5,16,14,1,1,0,0,1,1,0,0,2,4,0.071,0.188,0.286,0.473,32.0,0.215,27.0,4,0,0,0,0,0
Rylan Bannon,2022,26,2TM,2LG,-0.2,5,15,14,0,2,0,0,0,0,0,0,0,5,0.143,0.2,0.143,0.343,2.0,0.228,39.0,2,0,1,0,0,0
Rylan Bannon,2022,26,BAL,AL,-0.2,4,15,14,0,2,0,0,0,0,0,0,0,5,0.143,0.2,0.143,0.343,2.0,0.228,39.0,2,0,1,0,0,0
Rylan Bannon,2022,26,ATL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0
Bryan Lavastida,2022,23,CLE,AL,-0.1,6,15,12,0,1,0,0,0,0,0,0,3,4,0.083,0.267,0.083,0.35,8.0,0.197,18.0,1,0,0,0,0,0
Francisco Alvarez,2022,20,NYM,NL,0.0,5,14,12,3,2,1,0,1,1,0,0,2,4,0.167,0.286,0.5,0.786,121.0,0.335,117.0,6,1,0,0,0,0
Brandon Dixon,2022,30,SDP,NL,0.0,5,14,14,1,3,1,0,0,1,0,0,0,5,0.214,0.214,0.286,0.5,44.0,0.218,35.0,4,1,0,0,0,0
Monte Harrison,2022,26,LAA,AL,0.2,9,14,11,5,2,0,0,1,3,1,0,2,8,0.182,0.357,0.455,0.812,129.0,0.38,132.0,5,1,1,0,0,0
Israel Pineda,2022,22,WSN,NL,-0.2,4,14,13,1,1,0,0,0,0,0,0,1,7,0.077,0.143,0.077,0.22,-34.0,0.114,-41.0,1,0,0,0,0,0
Dillon Thomas*,2022,29,LAA,AL,0.1,8,14,11,1,1,0,0,0,0,0,0,2,6,0.091,0.286,0.091,0.377,14.0,0.214,25.0,1,0,1,0,0,0
Chris Okey,2022,27,CIN,NL,-0.2,7,13,12,3,2,0,0,0,0,0,0,0,5,0.167,0.231,0.167,0.397,12.0,0.194,5.0,2,0,1,0,0,0
Kevin Pillar,2022,33,LAD,NL,-0.2,4,13,12,1,1,1,0,0,0,0,0,1,4,0.083,0.154,0.167,0.321,-10.0,0.15,-22.0,2,1,0,0,0,0
Zack Short,2022,27,DET,AL,-0.1,6,13,9,2,0,0,0,0,2,1,0,2,5,0.0,0.154,0.0,0.154,-50.0,0.125,-49.0,0,0,0,0,2,0
Alex Jackson,2022,26,MIL,NL,-0.1,5,12,12,0,3,0,0,0,0,0,0,0,7,0.25,0.25,0.25,0.5,42.0,0.225,33.0,3,0,0,0,0,0
Brendon Davis,2022,24,DET,AL,-0.1,3,11,10,2,2,0,0,0,0,1,0,1,3,0.2,0.273,0.2,0.473,40.0,0.249,38.0,2,0,0,0,0,0
Joe Dunand,2022,26,MIA,NL,0.2,3,11,10,2,3,1,0,1,1,0,0,0,3,0.3,0.364,0.7,1.064,192.0,0.439,187.0,7,0,1,0,0,0
Dustin Garneau,2022,34,DET,AL,0.1,8,11,10,1,3,1,0,0,1,0,0,1,4,0.3,0.364,0.4,0.764,121.0,0.34,121.0,4,0,0,0,0,0
Gosuke Katoh*,2022,27,TOR,AL,0.1,8,11,7,2,1,1,0,0,0,0,0,3,1,0.143,0.4,0.286,0.686,103.0,0.332,116.0,2,0,0,1,0,0
Aaron Whitefield,2022,25,LAA,AL,-0.3,5,11,11,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,-100.0,0.0,-130.0,0,0,0,0,0,0
Jason Krizan*,2022,33,SFG,NL,0.0,3,10,8,0,1,0,0,0,0,0,0,2,3,0.125,0.3,0.125,0.425,28.0,0.229,39.0,1,0,0,0,0,0
Christian Lopes,2022,29,OAK,AL,-0.2,4,10,9,0,0,0,0,0,0,0,0,1,5,0.0,0.1,0.0,0.1,-67.0,0.069,-70.0,0,0,0,0,0,0
Otto López,2022,23,TOR,AL,0.3,8,10,9,0,6,0,0,0,3,0,1,1,1,0.667,0.7,0.667,1.367,298.0,0.538,301.0,6,0,0,0,0,0
Narciso Crook,2022,26,CHC,NL,-0.2,4,9,8,1,2,1,0,0,2,0,0,0,3,0.25,0.222,0.375,0.597,63.0,0.239,41.0,3,1,0,0,1,0
Austin Dean,2022,28,SFG,NL,0.2,3,9,8,1,3,0,0,0,0,0,0,1,0,0.375,0.444,0.375,0.819,138.0,0.467,209.0,3,0,0,0,0,0
Yainer Diaz,2022,23,HOU,AL,-0.1,6,9,8,0,1,1,0,0,1,0,0,1,2,0.125,0.222,0.25,0.472,36.0,0.216,30.0,2,0,0,0,0,0
Simón Muzziotti*,2022,23,PHI,NL,-0.1,9,9,7,0,1,0,0,0,0,0,0,0,2,0.143,0.25,0.143,0.393,16.0,0.203,9.0,1,0,1,1,0,0
Travis Swaggerty*,2022,24,PIT,NL,-0.2,5,9,9,0,1,0,0,0,0,0,0,0,4,0.111,0.111,0.111,0.222,-36.0,0.089,-62.0,1,0,0,0,0,0
Terrance Gore,2022,31,NYM,NL,-0.1,10,8,7,1,1,0,0,0,0,3,0,0,3,0.143,0.143,0.143,0.286,-17.0,0.235,-48.0,1,0,0,1,0,0
Grayson Greiner,2022,29,ARI,NL,0.0,2,8,6,0,1,0,0,0,0,0,0,2,3,0.167,0.375,0.167,0.542,62.0,0.286,79.0,1,0,0,0,0,0
Ender Inciarte*,2022,31,NYM,NL,0.0,11,8,8,1,1,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.25,-28.0,0.1,-52.0,1,0,0,0,0,0
Bo Naylor*,2022,22,CLE,AL,-0.2,5,8,8,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,-100.0,0.0,-125.0,0,0,0,0,0,0
Dairon Blanco,2022,29,KCR,AL,0.0,5,7,7,1,2,0,0,0,2,1,0,0,4,0.286,0.286,0.286,0.571,63.0,0.293,57.0,2,0,0,0,0,0
Vinny Capra,2022,25,TOR,AL,0.1,8,7,5,2,1,0,0,0,0,0,0,2,1,0.2,0.429,0.2,0.629,90.0,0.325,110.0,1,0,0,0,0,0
Freddy Fermin,2022,27,KCR,AL,-0.2,3,7,7,1,0,0,0,0,0,0,1,0,3,0.0,0.0,0.0,0.0,-100.0,-0.071,-129.0,0,0,0,0,0,0
Canaan Smith-Njigba*,2022,23,PIT,NL,-0.1,3,7,5,1,1,1,0,0,0,0,0,1,0,0.2,0.429,0.4,0.829,138.0,0.382,147.0,2,0,1,0,0,0
Wilmer Difo#,2022,30,ARI,NL,-0.1,3,6,6,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,-125.0,0,0,0,0,0,0
Ronald Guzmán*,2022,27,NYY,AL,-0.2,3,6,6,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,-100.0,0.0,-129.0,0,1,0,0,0,0
Deven Marrero,2022,31,NYM,NL,-0.1,5,6,6,0,0,0,0,0,0,1,0,0,3,0.0,0.0,0.0,0.0,-100.0,0.041,-122.0,0,0,0,0,0,0
Mickey McDonald#,2022,27,OAK,AL,0.0,4,6,4,0,0,0,0,0,0,0,0,2,3,0.0,0.333,0.0,0.333,10.0,0.229,45.0,0,0,0,0,0,0
Taylor Motter,2022,32,CIN,NL,-0.2,2,6,6,0,1,0,0,0,0,0,0,0,3,0.167,0.167,0.167,0.333,-8.0,0.15,-26.0,1,0,0,0,0,0
Eguy Rosario,2022,22,SDP,NL,0.1,7,6,5,0,1,0,0,0,0,0,0,1,2,0.2,0.333,0.2,0.533,61.0,0.249,57.0,1,0,0,0,0,0
Marcus Wilson,2022,25,SEA,AL,0.0,3,6,5,1,1,0,0,0,0,0,0,1,4,0.2,0.333,0.2,0.533,62.0,0.248,58.0,1,0,0,0,0,0
Mario Feliciano,2022,23,MIL,NL,0.0,2,5,4,0,1,0,0,0,0,0,0,1,1,0.25,0.4,0.25,0.65,90.0,0.319,102.0,1,0,0,0,0,0
Josh Lester*,2022,27,DET,AL,-0.1,2,5,5,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100.0,0.0,-125.0,0,0,0,0,0,0
Luis Liberato*,2022,26,SDP,NL,-0.2,7,5,5,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100.0,0.0,-123.0,0,0,0,0,0,0
Anthony Alford,2022,27,PIT,NL,0.0,2,4,4,0,1,0,0,0,0,0,0,0,2,0.25,0.25,0.25,0.5,43.0,0.2,18.0,1,0,0,0,0,0
Brewer Hicklen,2022,26,KCR,AL,-0.1,6,4,4,1,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,-100.0,0.0,-130.0,0,0,0,0,0,0
Brian O'Keefe,2022,28,SEA,AL,0.0,2,4,3,0,1,0,0,0,0,0,0,1,2,0.333,0.5,0.333,0.833,152.0,0.397,166.0,1,0,0,0,0,0
Liover Peguero,2022,21,PIT,NL,0.2,1,4,3,0,1,0,0,0,0,0,0,1,2,0.333,0.5,0.333,0.833,144.0,0.398,160.0,1,0,0,0,0,0
JT Riddle*,2022,30,CIN,NL,0.0,2,4,4,0,1,0,0,0,0,0,0,0,1,0.25,0.25,0.25,0.5,38.0,0.225,27.0,1,0,0,0,0,0
Donny Sands,2022,26,PHI,NL,-0.1,3,4,3,0,0,0,0,0,0,0,0,1,1,0.0,0.25,0.0,0.25,-20.0,0.173,-2.0,0,1,0,0,0,0
Chadwick Tromp,2022,27,ATL,NL,0.2,1,4,4,0,3,2,0,0,3,0,0,0,0,0.75,0.75,1.25,2.0,444.0,0.852,482.0,5,0,0,0,0,0
Tony Wolters*,2022,30,LAD,NL,-0.1,2,4,4,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100.0,0.0,-131.0,0,0,0,0,0,0
Travis Blankenhorn*,2022,25,NYM,NL,-0.1,1,3,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,-124.0,0,0,0,0,0,0
Rob Brantly*,2022,32,NYY,AL,0.0,1,3,3,0,1,1,0,0,0,0,0,0,0,0.333,0.333,0.667,1.0,175.0,0.419,176.0,2,0,0,0,0,0
Ronnie Dawson*,2022,27,CIN,NL,-0.1,1,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0.0,-132.0,0,0,0,0,0,0
Drew Jackson,2022,28,OAK,AL,-0.1,3,3,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,-121.0,0,0,0,0,0,0
Nate Mondou*,2022,27,OAK,AL,0.0,1,3,2,0,0,0,0,0,0,0,0,1,1,0.0,0.333,0.0,0.333,10.0,0.229,45.0,0,0,0,0,0,0
DJ Stewart*,2022,28,BAL,AL,,3,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0.0,-124.0,0,0,0,0,0,0
Khalil Lee*,2022,24,NYM,NL,0.0,2,2,2,1,1,0,0,1,3,0,0,0,0,0.5,0.5,2.0,2.5,574.0,1.023,600.0,4,0,0,0,0,0
Reiver Sanmartin*,2022,26,CIN,NL,0.0,1,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,-130.0,0,0,0,0,0,0
José Alvarado*,2022,27,PHI,NL,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,-136.0,0,0,0,0,0,0
Tyler Anderson*,2022,32,LAD,NL,0.0,2,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,-136.0,0,0,0,0,0,0
Yusniel Díaz,2022,25,BAL,AL,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,-127.0,0,0,0,0,0,0
Taylor Jones,2022,28,HOU,AL,,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0.0,-127.0,0,0,0,0,0,0
Jack Larsen*,2022,27,SEA,AL,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,-118.0,0,0,0,0,0,0
Joe Perez,2022,22,HOU,AL,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,-127.0,0,0,0,0,0,0
Evan Phillips,2022,27,LAD,NL,0.1,1,1,0,0,0,0,0,0,0,0,0,1,0,,1.0,,,,0.693,373.0,0,0,0,0,0,0
David Robertson,2022,37,CHC,NL,0.0,2,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,-136.0,0,0,0,0,0,0
Kramer Robertson,2022,27,STL,NL,-0.1,2,1,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0.0,-127.0,0,0,0,0,0,0
Ka'ai Tom*,2022,28,SFG,NL,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0.0,-127.0,0,0,0,0,0,0
Albert Abreu,2022,26,KCR,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0
Scott Alexander*,2022,32,SFG,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0
Mark Appel,2022,30,PHI,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0
Daniel Bard,2022,37,COL,NL,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0
Joe Barlow,2022,26,TEX,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0
Scott Barlow,2022,29,KCR,AL,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0
Anthony Bass,2022,34,MIA,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0
Félix Bautista,2022,27,BAL,AL,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0
David Bednar*,2022,27,PIT,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0
Andrew Bellatti,2022,30,PHI,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0
Phil Bickford,2022,26,LAD,NL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0
Richard Bleier*,2022,35,MIA,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0
Ronald Bolaños,2022,25,KCR,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0
Matt Brash,2022,24,SEA,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0
Justin Bruihl*,2022,25,LAD,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0
Aaron Bummer*,2022,28,CHW,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0
Diego Castillo,2022,28,SEA,AL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0
Taylor Clarke,2022,29,KCR,AL,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0
Dylan Coleman,2022,25,KCR,AL,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0
Alex Colomé,2022,33,COL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0
Enyel De Los Santos,2022,26,CLE,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0
Edwin Díaz,2022,28,NYM,NL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0
Tyler Duffey,2022,31,MIN,AL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0
Jhoan Durán,2022,24,MIN,AL,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0
Carlos Estévez,2022,29,COL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0
